ab,ac,min,max
-0.95,-0.95,0.8500000000000001,0.9500000000000002
-0.8999999999999999,-0.95,0.75,0.9500000000000002
-0.85,-0.95,0.6500000000000001,0.9500000000000002
-0.7999999999999999,-0.95,0.6000000000000001,0.9000000000000001
-0.75,-0.95,0.55,0.9000000000000001
-0.7,-0.95,0.4500000000000002,0.8500000000000001
-0.6499999999999999,-0.95,0.40000000000000013,0.8500000000000001
-0.5999999999999999,-0.95,0.3500000000000001,0.8
-0.5499999999999999,-0.95,0.30000000000000004,0.75
-0.49999999999999994,-0.95,0.25,0.7000000000000002
-0.44999999999999996,-0.95,0.15000000000000013,0.7000000000000002
-0.3999999999999999,-0.95,0.10000000000000009,0.6500000000000001
-0.34999999999999987,-0.95,0.050000000000000044,0.6000000000000001
-0.29999999999999993,-0.95,0,0.55
-0.2499999999999999,-0.95,-0.04999999999999993,0.5
-0.19999999999999996,-0.95,-0.09999999999999998,0.4500000000000002
-0.1499999999999999,-0.95,-0.1499999999999999,0.4500000000000002
-0.09999999999999987,-0.95,-0.19999999999999996,0.40000000000000013
-0.04999999999999993,-0.95,-0.25,0.3500000000000001
1.1102230246251565e-16,-0.95,-0.29999999999999993,0.30000000000000004
0.050000000000000044,-0.95,-0.35,0.25
0.10000000000000009,-0.95,-0.3999999999999999,0.20000000000000018
0.15000000000000013,-0.95,-0.44999999999999996,0.15000000000000013
0.20000000000000018,-0.95,-0.44999999999999996,0.10000000000000009
0.2500000000000002,-0.95,-0.5,0.050000000000000044
0.30000000000000004,-0.95,-0.55,0
0.3500000000000001,-0.95,-0.6,-0.04999999999999993
0.40000000000000013,-0.95,-0.6499999999999999,-0.09999999999999998
0.4500000000000002,-0.95,-0.7,-0.1499999999999999
0.5000000000000002,-0.95,-0.7,-0.25
0.55,-0.95,-0.75,-0.29999999999999993
0.6000000000000001,-0.95,-0.8,-0.35
0.6500000000000001,-0.95,-0.85,-0.3999999999999999
0.7000000000000002,-0.95,-0.85,-0.44999999999999996
0.7500000000000002,-0.95,-0.9,-0.55
0.8,-0.95,-0.9,-0.6
0.8500000000000001,-0.95,-0.95,-0.6499999999999999
0.9000000000000001,-0.95,-0.95,-0.75
0.95,-0.95,-0.95,-0.85
-0.95,-0.8999999999999999,0.75,0.9500000000000002
-0.8999999999999999,-0.8999999999999999,0.6500000000000001,0.9500000000000002
-0.85,-0.8999999999999999,0.55,0.9500000000000002
-0.7999999999999999,-0.8999999999999999,0.5,0.9500000000000002
-0.75,-0.8999999999999999,0.40000000000000013,0.9500000000000002
-0.7,-0.8999999999999999,0.3500000000000001,0.9000000000000001
-0.6499999999999999,-0.8999999999999999,0.30000000000000004,0.9000000000000001
-0.5999999999999999,-0.8999999999999999,0.20000000000000018,0.8500000000000001
-0.5499999999999999,-0.8999999999999999,0.15000000000000013,0.8500000000000001
-0.49999999999999994,-0.8999999999999999,0.10000000000000009,0.8
-0.44999999999999996,-0.8999999999999999,0.050000000000000044,0.75
-0.3999999999999999,-0.8999999999999999,0,0.75
-0.34999999999999987,-0.8999999999999999,-0.04999999999999993,0.7000000000000002
-0.29999999999999993,-0.8999999999999999,-0.09999999999999998,0.6500000000000001
-0.2499999999999999,-0.8999999999999999,-0.1499999999999999,0.6000000000000001
-0.19999999999999996,-0.8999999999999999,-0.19999999999999996,0.6000000000000001
-0.1499999999999999,-0.8999999999999999,-0.25,0.55
-0.09999999999999987,-0.8999999999999999,-0.29999999999999993,0.5
-0.04999999999999993,-0.8999999999999999,-0.35,0.4500000000000002
1.1102230246251565e-16,-0.8999999999999999,-0.3999999999999999,0.40000000000000013
0.050000000000000044,-0.8999999999999999,-0.44999999999999996,0.3500000000000001
0.10000000000000009,-0.8999999999999999,-0.5,0.30000000000000004
0.15000000000000013,-0.8999999999999999,-0.55,0.25
0.20000000000000018,-0.8999999999999999,-0.6,0.20000000000000018
0.2500000000000002,-0.8999999999999999,-0.6,0.15000000000000013
0.30000000000000004,-0.8999999999999999,-0.6499999999999999,0.10000000000000009
0.3500000000000001,-0.8999999999999999,-0.7,0.050000000000000044
0.40000000000000013,-0.8999999999999999,-0.75,0
0.4500000000000002,-0.8999999999999999,-0.75,-0.04999999999999993
0.5000000000000002,-0.8999999999999999,-0.8,-0.09999999999999998
0.55,-0.8999999999999999,-0.85,-0.1499999999999999
0.6000000000000001,-0.8999999999999999,-0.85,-0.19999999999999996
0.6500000000000001,-0.8999999999999999,-0.9,-0.29999999999999993
0.7000000000000002,-0.8999999999999999,-0.9,-0.35
0.7500000000000002,-0.8999999999999999,-0.95,-0.3999999999999999
0.8,-0.8999999999999999,-0.95,-0.5
0.8500000000000001,-0.8999999999999999,-0.95,-0.55
0.9000000000000001,-0.8999999999999999,-0.95,-0.6499999999999999
0.95,-0.8999999999999999,-0.95,-0.75
-0.95,-0.85,0.6500000000000001,0.9500000000000002
-0.8999999999999999,-0.85,0.55,0.9500000000000002
-0.85,-0.85,0.4500000000000002,0.9500000000000002
-0.7999999999999999,-0.85,0.40000000000000013,0.9500000000000002
-0.75,-0.85,0.30000000000000004,0.9500000000000002
-0.7,-0.85,0.25,0.9500000000000002
-0.6499999999999999,-0.85,0.20000000000000018,0.9500000000000002
-0.5999999999999999,-0.85,0.10000000000000009,0.9000000000000001
-0.5499999999999999,-0.85,0.050000000000000044,0.9000000000000001
-0.49999999999999994,-0.85,0,0.8500000000000001
-0.44999999999999996,-0.85,-0.04999999999999993,0.8500000000000001
-0.3999999999999999,-0.85,-0.09999999999999998,0.8
-0.34999999999999987,-0.85,-0.1499999999999999,0.75
-0.29999999999999993,-0.85,-0.19999999999999996,0.75
-0.2499999999999999,-0.85,-0.25,0.7000000000000002
-0.19999999999999996,-0.85,-0.29999999999999993,0.6500000000000001
-0.1499999999999999,-0.85,-0.35,0.6000000000000001
-0.09999999999999987,-0.85,-0.3999999999999999,0.6000000000000001
-0.04999999999999993,-0.85,-0.44999999999999996,0.55
1.1102230246251565e-16,-0.85,-0.5,0.5
0.050000000000000044,-0.85,-0.55,0.4500000000000002
0.10000000000000009,-0.85,-0.6,0.40000000000000013
0.15000000000000013,-0.85,-0.6,0.3500000000000001
0.20000000000000018,-0.85,-0.6499999999999999,0.30000000000000004
0.2500000000000002,-0.85,-0.7,0.25
0.30000000000000004,-0.85,-0.75,0.20000000000000018
0.3500000000000001,-0.85,-0.75,0.15000000000000013
0.40000000000000013,-0.85,-0.8,0.10000000000000009
0.4500000000000002,-0.85,-0.85,0.050000000000000044
0.5000000000000002,-0.85,-0.85,0
0.55,-0.85,-0.9,-0.04999999999999993
0.6000000000000001,-0.85,-0.9,-0.09999999999999998
0.6500000000000001,-0.85,-0.95,-0.19999999999999996
0.7000000000000002,-0.85,-0.95,-0.25
0.7500000000000002,-0.85,-0.95,-0.29999999999999993
0.8,-0.85,-0.95,-0.3999999999999999
0.8500000000000001,-0.85,-0.95,-0.44999999999999996
0.9000000000000001,-0.85,-0.95,-0.55
0.95,-0.85,-0.95,-0.6499999999999999
-0.95,-0.7999999999999999,0.6000000000000001,0.9000000000000001
-0.8999999999999999,-0.7999999999999999,0.5,0.9500000000000002
-0.85,-0.7999999999999999,0.40000000000000013,0.9500000000000002
-0.7999999999999999,-0.7999999999999999,0.30000000000000004,0.9500000000000002
-0.75,-0.7999999999999999,0.25,0.9500000000000002
-0.7,-0.7999999999999999,0.15000000000000013,0.9500000000000002
-0.6499999999999999,-0.7999999999999999,0.10000000000000009,0.9500000000000002
-0.5999999999999999,-0.7999999999999999,0.050000000000000044,0.9500000000000002
-0.5499999999999999,-0.7999999999999999,-0.04999999999999993,0.9000000000000001
-0.49999999999999994,-0.7999999999999999,-0.09999999999999998,0.9000000000000001
-0.44999999999999996,-0.7999999999999999,-0.1499999999999999,0.8500000000000001
-0.3999999999999999,-0.7999999999999999,-0.19999999999999996,0.8500000000000001
-0.34999999999999987,-0.7999999999999999,-0.25,0.8
-0.29999999999999993,-0.7999999999999999,-0.29999999999999993,0.8
-0.2499999999999999,-0.7999999999999999,-0.35,0.75
-0.19999999999999996,-0.7999999999999999,-0.3999999999999999,0.7000000000000002
-0.1499999999999999,-0.7999999999999999,-0.44999999999999996,0.7000000000000002
-0.09999999999999987,-0.7999999999999999,-0.5,0.6500000000000001
-0.04999999999999993,-0.7999999999999999,-0.55,0.6000000000000001
1.1102230246251565e-16,-0.7999999999999999,-0.55,0.55
0.050000000000000044,-0.7999999999999999,-0.6,0.55
0.10000000000000009,-0.7999999999999999,-0.6499999999999999,0.5
0.15000000000000013,-0.7999999999999999,-0.7,0.4500000000000002
0.20000000000000018,-0.7999999999999999,-0.7,0.40000000000000013
0.2500000000000002,-0.7999999999999999,-0.75,0.3500000000000001
0.30000000000000004,-0.7999999999999999,-0.8,0.30000000000000004
0.3500000000000001,-0.7999999999999999,-0.8,0.25
0.40000000000000013,-0.7999999999999999,-0.85,0.20000000000000018
0.4500000000000002,-0.7999999999999999,-0.85,0.15000000000000013
0.5000000000000002,-0.7999999999999999,-0.9,0.10000000000000009
0.55,-0.7999999999999999,-0.9,0.050000000000000044
0.6000000000000001,-0.7999999999999999,-0.95,-0.04999999999999993
0.6500000000000001,-0.7999999999999999,-0.95,-0.09999999999999998
0.7000000000000002,-0.7999999999999999,-0.95,-0.1499999999999999
0.7500000000000002,-0.7999999999999999,-0.95,-0.25
0.8,-0.7999999999999999,-0.95,-0.29999999999999993
0.8500000000000001,-0.7999999999999999,-0.95,-0.3999999999999999
0.9000000000000001,-0.7999999999999999,-0.95,-0.5
0.95,-0.7999999999999999,-0.9,-0.6
-0.95,-0.75,0.55,0.9000000000000001
-0.8999999999999999,-0.75,0.40000000000000013,0.9500000000000002
-0.85,-0.75,0.30000000000000004,0.9500000000000002
-0.7999999999999999,-0.75,0.25,0.9500000000000002
-0.75,-0.75,0.15000000000000013,0.9500000000000002
-0.7,-0.75,0.10000000000000009,0.9500000000000002
-0.6499999999999999,-0.75,0,0.9500000000000002
-0.5999999999999999,-0.75,-0.04999999999999993,0.9500000000000002
-0.5499999999999999,-0.75,-0.09999999999999998,0.9500000000000002
-0.49999999999999994,-0.75,-0.1499999999999999,0.9000000000000001
-0.44999999999999996,-0.75,-0.25,0.9000000000000001
-0.3999999999999999,-0.75,-0.29999999999999993,0.9000000000000001
-0.34999999999999987,-0.75,-0.35,0.8500000000000001
-0.29999999999999993,-0.75,-0.3999999999999999,0.8500000000000001
-0.2499999999999999,-0.75,-0.44999999999999996,0.8
-0.19999999999999996,-0.75,-0.44999999999999996,0.75
-0.1499999999999999,-0.75,-0.5,0.75
-0.09999999999999987,-0.75,-0.55,0.7000000000000002
-0.04999999999999993,-0.75,-0.6,0.6500000000000001
1.1102230246251565e-16,-0.75,-0.6499999999999999,0.6500000000000001
0.050000000000000044,-0.75,-0.6499999999999999,0.6000000000000001
0.10000000000000009,-0.75,-0.7,0.55
0.15000000000000013,-0.75,-0.75,0.5
0.20000000000000018,-0.75,-0.75,0.4500000000000002
0.2500000000000002,-0.75,-0.8,0.4500000000000002
0.30000000000000004,-0.75,-0.85,0.40000000000000013
0.3500000000000001,-0.75,-0.85,0.3500000000000001
0.40000000000000013,-0.75,-0.9,0.30000000000000004
0.4500000000000002,-0.75,-0.9,0.25
0.5000000000000002,-0.75,-0.9,0.15000000000000013
0.55,-0.75,-0.95,0.10000000000000009
0.6000000000000001,-0.75,-0.95,0.050000000000000044
0.6500000000000001,-0.75,-0.95,0
0.7000000000000002,-0.75,-0.95,-0.09999999999999998
0.7500000000000002,-0.75,-0.95,-0.1499999999999999
0.8,-0.75,-0.95,-0.25
0.8500000000000001,-0.75,-0.95,-0.29999999999999993
0.9000000000000001,-0.75,-0.95,-0.3999999999999999
0.95,-0.75,-0.9,-0.55
-0.95,-0.7,0.4500000000000002,0.8500000000000001
-0.8999999999999999,-0.7,0.3500000000000001,0.9000000000000001
-0.85,-0.7,0.25,0.9500000000000002
-0.7999999999999999,-0.7,0.15000000000000013,0.9500000000000002
-0.75,-0.7,0.10000000000000009,0.9500000000000002
-0.7,-0.7,0,0.9500000000000002
-0.6499999999999999,-0.7,-0.04999999999999993,0.9500000000000002
-0.5999999999999999,-0.7,-0.1499999999999999,0.9500000000000002
-0.5499999999999999,-0.7,-0.19999999999999996,0.9500000000000002
-0.49999999999999994,-0.7,-0.25,0.9500000000000002
-0.44999999999999996,-0.7,-0.29999999999999993,0.9500000000000002
-0.3999999999999999,-0.7,-0.35,0.9000000000000001
-0.34999999999999987,-0.7,-0.3999999999999999,0.9000000000000001
-0.29999999999999993,-0.7,-0.44999999999999996,0.8500000000000001
-0.2499999999999999,-0.7,-0.5,0.8500000000000001
-0.19999999999999996,-0.7,-0.55,0.8
-0.1499999999999999,-0.7,-0.6,0.8
-0.09999999999999987,-0.7,-0.6,0.75
-0.04999999999999993,-0.7,-0.6499999999999999,0.7000000000000002
1.1102230246251565e-16,-0.7,-0.7,0.7000000000000002
0.050000000000000044,-0.7,-0.7,0.6500000000000001
0.10000000000000009,-0.7,-0.75,0.6000000000000001
0.15000000000000013,-0.7,-0.8,0.6000000000000001
0.20000000000000018,-0.7,-0.8,0.55
0.2500000000000002,-0.7,-0.85,0.5
0.30000000000000004,-0.7,-0.85,0.4500000000000002
0.3500000000000001,-0.7,-0.9,0.40000000000000013
0.40000000000000013,-0.7,-0.9,0.3500000000000001
0.4500000000000002,-0.7,-0.95,0.30000000000000004
0.5000000000000002,-0.7,-0.95,0.25
0.55,-0.7,-0.95,0.20000000000000018
0.6000000000000001,-0.7,-0.95,0.15000000000000013
0.6500000000000001,-0.7,-0.95,0.050000000000000044
0.7000000000000002,-0.7,-0.95,0
0.7500000000000002,-0.7,-0.95,-0.09999999999999998
0.8,-0.7,-0.95,-0.1499999999999999
0.8500000000000001,-0.7,-0.95,-0.25
0.9000000000000001,-0.7,-0.9,-0.35
0.95,-0.7,-0.85,-0.44999999999999996
-0.95,-0.6499999999999999,0.40000000000000013,0.8500000000000001
-0.8999999999999999,-0.6499999999999999,0.30000000000000004,0.9000000000000001
-0.85,-0.6499999999999999,0.20000000000000018,0.9500000000000002
-0.7999999999999999,-0.6499999999999999,0.10000000000000009,0.9500000000000002
-0.75,-0.6499999999999999,0,0.9500000000000002
-0.7,-0.6499999999999999,-0.04999999999999993,0.9500000000000002
-0.6499999999999999,-0.6499999999999999,-0.1499999999999999,0.9500000000000002
-0.5999999999999999,-0.6499999999999999,-0.19999999999999996,0.9500000000000002
-0.5499999999999999,-0.6499999999999999,-0.25,0.9500000000000002
-0.49999999999999994,-0.6499999999999999,-0.29999999999999993,0.9500000000000002
-0.44999999999999996,-0.6499999999999999,-0.35,0.9500000000000002
-0.3999999999999999,-0.6499999999999999,-0.3999999999999999,0.9500000000000002
-0.34999999999999987,-0.6499999999999999,-0.44999999999999996,0.9000000000000001
-0.29999999999999993,-0.6499999999999999,-0.5,0.9000000000000001
-0.2499999999999999,-0.6499999999999999,-0.55,0.8500000000000001
-0.19999999999999996,-0.6499999999999999,-0.6,0.8500000000000001
-0.1499999999999999,-0.6499999999999999,-0.6499999999999999,0.8
-0.09999999999999987,-0.6499999999999999,-0.6499999999999999,0.8
-0.04999999999999993,-0.6499999999999999,-0.7,0.75
1.1102230246251565e-16,-0.6499999999999999,-0.75,0.75
0.050000000000000044,-0.6499999999999999,-0.75,0.7000000000000002
0.10000000000000009,-0.6499999999999999,-0.8,0.6500000000000001
0.15000000000000013,-0.6499999999999999,-0.8,0.6500000000000001
0.20000000000000018,-0.6499999999999999,-0.85,0.6000000000000001
0.2500000000000002,-0.6499999999999999,-0.85,0.55
0.30000000000000004,-0.6499999999999999,-0.9,0.5
0.3500000000000001,-0.6499999999999999,-0.9,0.4500000000000002
0.40000000000000013,-0.6499999999999999,-0.95,0.40000000000000013
0.4500000000000002,-0.6499999999999999,-0.95,0.3500000000000001
0.5000000000000002,-0.6499999999999999,-0.95,0.30000000000000004
0.55,-0.6499999999999999,-0.95,0.25
0.6000000000000001,-0.6499999999999999,-0.95,0.20000000000000018
0.6500000000000001,-0.6499999999999999,-0.95,0.15000000000000013
0.7000000000000002,-0.6499999999999999,-0.95,0.050000000000000044
0.7500000000000002,-0.6499999999999999,-0.95,0
0.8,-0.6499999999999999,-0.95,-0.09999999999999998
0.8500000000000001,-0.6499999999999999,-0.95,-0.19999999999999996
0.9000000000000001,-0.6499999999999999,-0.9,-0.29999999999999993
0.95,-0.6499999999999999,-0.85,-0.3999999999999999
-0.95,-0.5999999999999999,0.3500000000000001,0.8
-0.8999999999999999,-0.5999999999999999,0.20000000000000018,0.8500000000000001
-0.85,-0.5999999999999999,0.10000000000000009,0.9000000000000001
-0.7999999999999999,-0.5999999999999999,0.050000000000000044,0.9500000000000002
-0.75,-0.5999999999999999,-0.04999999999999993,0.9500000000000002
-0.7,-0.5999999999999999,-0.1499999999999999,0.9500000000000002
-0.6499999999999999,-0.5999999999999999,-0.19999999999999996,0.9500000000000002
-0.5999999999999999,-0.5999999999999999,-0.25,0.9500000000000002
-0.5499999999999999,-0.5999999999999999,-0.29999999999999993,0.9500000000000002
-0.49999999999999994,-0.5999999999999999,-0.35,0.9500000000000002
-0.44999999999999996,-0.5999999999999999,-0.3999999999999999,0.9500000000000002
-0.3999999999999999,-0.5999999999999999,-0.44999999999999996,0.9500000000000002
-0.34999999999999987,-0.5999999999999999,-0.5,0.9500000000000002
-0.29999999999999993,-0.5999999999999999,-0.55,0.9000000000000001
-0.2499999999999999,-0.5999999999999999,-0.6,0.9000000000000001
-0.19999999999999996,-0.5999999999999999,-0.6499999999999999,0.9000000000000001
-0.1499999999999999,-0.5999999999999999,-0.7,0.8500000000000001
-0.09999999999999987,-0.5999999999999999,-0.7,0.8500000000000001
-0.04999999999999993,-0.5999999999999999,-0.75,0.8
1.1102230246251565e-16,-0.5999999999999999,-0.75,0.75
0.050000000000000044,-0.5999999999999999,-0.8,0.75
0.10000000000000009,-0.5999999999999999,-0.85,0.7000000000000002
0.15000000000000013,-0.5999999999999999,-0.85,0.7000000000000002
0.20000000000000018,-0.5999999999999999,-0.9,0.6500000000000001
0.2500000000000002,-0.5999999999999999,-0.9,0.6000000000000001
0.30000000000000004,-0.5999999999999999,-0.9,0.55
0.3500000000000001,-0.5999999999999999,-0.95,0.5
0.40000000000000013,-0.5999999999999999,-0.95,0.4500000000000002
0.4500000000000002,-0.5999999999999999,-0.95,0.40000000000000013
0.5000000000000002,-0.5999999999999999,-0.95,0.3500000000000001
0.55,-0.5999999999999999,-0.95,0.30000000000000004
0.6000000000000001,-0.5999999999999999,-0.95,0.25
0.6500000000000001,-0.5999999999999999,-0.95,0.20000000000000018
0.7000000000000002,-0.5999999999999999,-0.95,0.15000000000000013
0.7500000000000002,-0.5999999999999999,-0.95,0.050000000000000044
0.8,-0.5999999999999999,-0.95,-0.04999999999999993
0.8500000000000001,-0.5999999999999999,-0.9,-0.09999999999999998
0.9000000000000001,-0.5999999999999999,-0.85,-0.19999999999999996
0.95,-0.5999999999999999,-0.8,-0.35
-0.95,-0.5499999999999999,0.30000000000000004,0.75
-0.8999999999999999,-0.5499999999999999,0.15000000000000013,0.8500000000000001
-0.85,-0.5499999999999999,0.050000000000000044,0.9000000000000001
-0.7999999999999999,-0.5499999999999999,-0.04999999999999993,0.9000000000000001
-0.75,-0.5499999999999999,-0.09999999999999998,0.9500000000000002
-0.7,-0.5499999999999999,-0.19999999999999996,0.9500000000000002
-0.6499999999999999,-0.5499999999999999,-0.25,0.9500000000000002
-0.5999999999999999,-0.5499999999999999,-0.29999999999999993,0.9500000000000002
-0.5499999999999999,-0.5499999999999999,-0.35,0.9500000000000002
-0.49999999999999994,-0.5499999999999999,-0.3999999999999999,0.9500000000000002
-0.44999999999999996,-0.5499999999999999,-0.44999999999999996,0.9500000000000002
-0.3999999999999999,-0.5499999999999999,-0.5,0.9500000000000002
-0.34999999999999987,-0.5499999999999999,-0.55,0.9500000000000002
-0.29999999999999993,-0.5499999999999999,-0.6,0.9500000000000002
-0.2499999999999999,-0.5499999999999999,-0.6499999999999999,0.9000000000000001
-0.19999999999999996,-0.5499999999999999,-0.7,0.9000000000000001
-0.1499999999999999,-0.5499999999999999,-0.7,0.9000000000000001
-0.09999999999999987,-0.5499999999999999,-0.75,0.8500000000000001
-0.04999999999999993,-0.5499999999999999,-0.8,0.8500000000000001
1.1102230246251565e-16,-0.5499999999999999,-0.8,0.8
0.050000000000000044,-0.5499999999999999,-0.85,0.8
0.10000000000000009,-0.5499999999999999,-0.85,0.75
0.15000000000000013,-0.5499999999999999,-0.9,0.7000000000000002
0.20000000000000018,-0.5499999999999999,-0.9,0.7000000000000002
0.2500000000000002,-0.5499999999999999,-0.9,0.6500000000000001
0.30000000000000004,-0.5499999999999999,-0.95,0.6000000000000001
0.3500000000000001,-0.5499999999999999,-0.95,0.55
0.40000000000000013,-0.5499999999999999,-0.95,0.5
0.4500000000000002,-0.5499999999999999,-0.95,0.4500000000000002
0.5000000000000002,-0.5499999999999999,-0.95,0.40000000000000013
0.55,-0.5499999999999999,-0.95,0.3500000000000001
0.6000000000000001,-0.5499999999999999,-0.95,0.30000000000000004
0.6500000000000001,-0.5499999999999999,-0.95,0.25
0.7000000000000002,-0.5499999999999999,-0.95,0.20000000000000018
0.7500000000000002,-0.5499999999999999,-0.95,0.10000000000000009
0.8,-0.5499999999999999,-0.9,0.050000000000000044
0.8500000000000001,-0.5499999999999999,-0.9,-0.04999999999999993
0.9000000000000001,-0.5499999999999999,-0.85,-0.1499999999999999
0.95,-0.5499999999999999,-0.75,-0.29999999999999993
-0.95,-0.49999999999999994,0.25,0.7000000000000002
-0.8999999999999999,-0.49999999999999994,0.10000000000000009,0.8
-0.85,-0.49999999999999994,0,0.8500000000000001
-0.7999999999999999,-0.49999999999999994,-0.09999999999999998,0.9000000000000001
-0.75,-0.49999999999999994,-0.1499999999999999,0.9000000000000001
-0.7,-0.49999999999999994,-0.25,0.9500000000000002
-0.6499999999999999,-0.49999999999999994,-0.29999999999999993,0.9500000000000002
-0.5999999999999999,-0.49999999999999994,-0.35,0.9500000000000002
-0.5499999999999999,-0.49999999999999994,-0.3999999999999999,0.9500000000000002
-0.49999999999999994,-0.49999999999999994,-0.44999999999999996,0.9500000000000002
-0.44999999999999996,-0.49999999999999994,-0.5,0.9500000000000002
-0.3999999999999999,-0.49999999999999994,-0.55,0.9500000000000002
-0.34999999999999987,-0.49999999999999994,-0.6,0.9500000000000002
-0.29999999999999993,-0.49999999999999994,-0.6499999999999999,0.9500000000000002
-0.2499999999999999,-0.49999999999999994,-0.7,0.9500000000000002
-0.19999999999999996,-0.49999999999999994,-0.7,0.9000000000000001
-0.1499999999999999,-0.49999999999999994,-0.75,0.9000000000000001
-0.09999999999999987,-0.49999999999999994,-0.8,0.9000000000000001
-0.04999999999999993,-0.49999999999999994,-0.8,0.8500000000000001
1.1102230246251565e-16,-0.49999999999999994,-0.85,0.8500000000000001
0.050000000000000044,-0.49999999999999994,-0.85,0.8
0.10000000000000009,-0.49999999999999994,-0.9,0.8
0.15000000000000013,-0.49999999999999994,-0.9,0.75
0.20000000000000018,-0.49999999999999994,-0.9,0.7000000000000002
0.2500000000000002,-0.49999999999999994,-0.95,0.7000000000000002
0.30000000000000004,-0.49999999999999994,-0.95,0.6500000000000001
0.3500000000000001,-0.49999999999999994,-0.95,0.6000000000000001
0.40000000000000013,-0.49999999999999994,-0.95,0.55
0.4500000000000002,-0.49999999999999994,-0.95,0.5
0.5000000000000002,-0.49999999999999994,-0.95,0.4500000000000002
0.55,-0.49999999999999994,-0.95,0.40000000000000013
0.6000000000000001,-0.49999999999999994,-0.95,0.3500000000000001
0.6500000000000001,-0.49999999999999994,-0.95,0.30000000000000004
0.7000000000000002,-0.49999999999999994,-0.95,0.25
0.7500000000000002,-0.49999999999999994,-0.9,0.15000000000000013
0.8,-0.49999999999999994,-0.9,0.10000000000000009
0.8500000000000001,-0.49999999999999994,-0.85,0
0.9000000000000001,-0.49999999999999994,-0.8,-0.09999999999999998
0.95,-0.49999999999999994,-0.7,-0.25
-0.95,-0.44999999999999996,0.15000000000000013,0.7000000000000002
